County_FIPS,County,State,Hispanic-2022-inactivity %
25023,Plymouth County,Massachusetts,4.68
46033,Custer County,South Dakota,4.69
28093,Marshall County,Mississippi,4.69
12133,Washington County,Florida,4.69
28145,Union County,Mississippi,4.7
18149,Starke County,Indiana,4.71
51065,Fluvanna County,Virginia,4.72
55139,Winnebago County,Wisconsin,4.72
30107,Wheatland County,Montana,4.72
16057,Latah County,Idaho,4.72
18001,Adams County,Indiana,4.72
17163,St. Clair County,Illinois,4.72
22039,Evangeline Parish,Louisiana,4.73
5045,Faulkner County,Arkansas,4.73
16069,Nez Perce County,Idaho,4.74
36025,Delaware County,New York,4.75
30047,Lake County,Montana,4.75
27113,Pennington County,Minnesota,4.75
5029,Conway County,Arkansas,4.76
1055,Etowah County,Alabama,4.77
46087,Mccook County,South Dakota,4.78
31031,Cherry County,Nebraska,4.78
5079,Lincoln County,Arkansas,4.78
5099,Nevada County,Arkansas,4.78
42097,Northumberland County,Pennsylvania,4.79
40113,Osage County,Oklahoma,4.79
17077,Jackson County,Illinois,4.79
19083,Hardin County,Iowa,4.8
22033,East Baton Rouge Parish,Louisiana,4.8
1043,Cullman County,Alabama,4.8
55001,Adams County,Wisconsin,4.81
47123,Monroe County,Tennessee,4.81
26073,Isabella County,Michigan,4.81
46093,Meade County,South Dakota,4.82
28139,Tippah County,Mississippi,4.82
47107,Mcminn County,Tennessee,4.83
26125,Oakland County,Michigan,4.83
16009,Benewah County,Idaho,4.83
13315,Wilcox County,Georgia,4.83
20059,Franklin County,Kansas,4.84
46127,Union County,South Dakota,4.85
12007,Bradford County,Florida,4.85
21015,Boone County,Kentucky,4.85
48315,Marion County,Texas,4.86
28067,Jones County,Mississippi,4.86
18057,Hamilton County,Indiana,4.86
17053,Ford County,Illinois,4.87
20039,Decatur County,Kansas,4.87
22055,Lafayette Parish,Louisiana,4.87
21209,Scott County,Kentucky,4.88
37087,Haywood County,North Carolina,4.9
1061,Geneva County,Alabama,4.9
22063,Livingston Parish,Louisiana,4.9
51125,Nelson County,Virginia,4.91
46101,Moody County,South Dakota,4.91
37091,Hertford County,North Carolina,4.91
12065,Jefferson County,Florida,4.91
51680,Lynchburg City,Virginia,4.92
38005,Benson County,North Dakota,4.92
25011,Franklin County,Massachusetts,4.92
46137,Ziebach County,South Dakota,4.93
38033,Golden Valley County,North Dakota,4.93
42049,Erie County,Pennsylvania,4.93
39043,Erie County,Ohio,4.93
20201,Washington County,Kansas,4.93
13299,Ware County,Georgia,4.93
24035,Queen Anne&#39;s County,Maryland,4.94
5097,Montgomery County,Arkansas,4.94
55015,Calumet County,Wisconsin,4.96
27101,Murray County,Minnesota,4.96
13107,Emanuel County,Georgia,4.96
46051,Grant County,South Dakota,4.97
37137,Pamlico County,North Carolina,4.97
27087,Mahnomen County,Minnesota,4.97
19013,Black Hawk County,Iowa,4.97
24029,Kent County,Maryland,4.97
27163,Washington County,Minnesota,4.97
55087,Outagamie County,Wisconsin,4.98
53003,Asotin County,Washington,4.98
21219,Todd County,Kentucky,4.98
26105,Mason County,Michigan,4.98
5145,White County,Arkansas,4.98
36117,Wayne County,New York,4.99
16003,Adams County,Idaho,5
18063,Hendricks County,Indiana,5.01
26037,Clinton County,Michigan,5.02
39007,Ashtabula County,Ohio,5.03
18053,Grant County,Indiana,5.03
51057,Essex County,Virginia,5.04
45049,Hampton County,South Carolina,5.04
51157,Rappahannock County,Virginia,5.04
20019,Chautauqua County,Kansas,5.04
1003,Baldwin County,Alabama,5.04
40111,Okmulgee County,Oklahoma,5.05
55071,Manitowoc County,Wisconsin,5.06
17015,Carroll County,Illinois,5.06
51135,Nottoway County,Virginia,5.07
42041,Cumberland County,Pennsylvania,5.07
18095,Madison County,Indiana,5.07
38035,Grand Forks County,North Dakota,5.08
27027,Clay County,Minnesota,5.09
13145,Harris County,Georgia,5.09
17177,Stephenson County,Illinois,5.09
20197,Wabaunsee County,Kansas,5.1
13193,Macon County,Georgia,5.1
1005,Barbour County,Alabama,5.1
36007,Broome County,New York,5.11
29037,Cass County,Missouri,5.11
22105,Tangipahoa Parish,Louisiana,5.11
20113,Mcpherson County,Kansas,5.13
18015,Carroll County,Indiana,5.13
47093,Knox County,Tennessee,5.15
5093,Mississippi County,Arkansas,5.15
53051,Pend Oreille County,Washington,5.16
40035,Craig County,Oklahoma,5.16
39085,Lake County,Ohio,5.16
27089,Marshall County,Minnesota,5.16
24009,Calvert County,Maryland,5.16
27155,Traverse County,Minnesota,5.16
56027,Niobrara County,Wyoming,5.17
56033,Sheridan County,Wyoming,5.17
40107,Okfuskee County,Oklahoma,5.17
27015,Brown County,Minnesota,5.17
46041,Dewey County,South Dakota,5.18
19035,Cherokee County,Iowa,5.18
5013,Calhoun County,Arkansas,5.18
20165,Rush County,Kansas,5.19
19151,Pocahontas County,Iowa,5.2
51800,Suffolk City,Virginia,5.21
24015,Cecil County,Maryland,5.21
26087,Lapeer County,Michigan,5.22
5085,Lonoke County,Arkansas,5.22
40077,Latimer County,Oklahoma,5.23
37007,Anson County,North Carolina,5.23
13229,Pierce County,Georgia,5.23
48403,Sabine County,Texas,5.24
37033,Caswell County,North Carolina,5.24
13287,Turner County,Georgia,5.25
55081,Monroe County,Wisconsin,5.26
29101,Johnson County,Missouri,5.26
37019,Brunswick County,North Carolina,5.27
27103,Nicollet County,Minnesota,5.27
37167,Stanly County,North Carolina,5.28
40119,Payne County,Oklahoma,5.28
42127,Wayne County,Pennsylvania,5.29
37053,Currituck County,North Carolina,5.29
18145,Shelby County,Indiana,5.29
2068,Denali Borough,Alaska,5.3
47187,Williamson County,Tennessee,5.31
38043,Kidder County,North Dakota,5.31
28017,Chickasaw County,Mississippi,5.31
24025,Harford County,Maryland,5.31
38021,Dickey County,North Dakota,5.32
37011,Avery County,North Carolina,5.32
20097,Kiowa County,Kansas,5.32
30057,Madison County,Montana,5.32
51590,Danville City,Virginia,5.33
27039,Dodge County,Minnesota,5.34
26161,Washtenaw County,Michigan,5.35
45021,Cherokee County,South Carolina,5.36
28033,Desoto County,Mississippi,5.36
46102,Oglala Lakota County,South Dakota,5.36
28079,Leake County,Mississippi,5.37
17181,Union County,Illinois,5.37
41001,Baker County,Oregon,5.39
26067,Ionia County,Michigan,5.4
5019,Clark County,Arkansas,5.4
20099,Labette County,Kansas,5.41
39171,Williams County,Ohio,5.42
55133,Waukesha County,Wisconsin,5.43
39125,Paulding County,Ohio,5.43
37145,Person County,North Carolina,5.43
36073,Orleans County,New York,5.43
56023,Lincoln County,Wyoming,5.44
40037,Creek County,Oklahoma,5.44
31065,Furnas County,Nebraska,5.44
30013,Cascade County,Montana,5.45
47131,Obion County,Tennessee,5.46
40135,Sequoyah County,Oklahoma,5.46
16061,Lewis County,Idaho,5.47
18049,Fulton County,Indiana,5.47
39123,Ottawa County,Ohio,5.48
37003,Alexander County,North Carolina,5.48
36069,Ontario County,New York,5.48
31135,Perkins County,Nebraska,5.48
20127,Morris County,Kansas,5.48
13205,Mitchell County,Georgia,5.48
37161,Rutherford County,North Carolina,5.49
27003,Anoka County,Minnesota,5.49
56045,Weston County,Wyoming,5.5
31185,York County,Nebraska,5.5
19091,Humboldt County,Iowa,5.5
56019,Johnson County,Wyoming,5.51
18107,Montgomery County,Indiana,5.51
38011,Bowman County,North Dakota,5.53
16021,Boundary County,Idaho,5.53
16085,Valley County,Idaho,5.53
17105,Livingston County,Illinois,5.53
13245,Richmond County,Georgia,5.53
36109,Tompkins County,New York,5.54
30103,Treasure County,Montana,5.54
12089,Nassau County,Florida,5.54
51740,Portsmouth City,Virginia,5.55
27109,Olmsted County,Minnesota,5.55
25003,Berkshire County,Massachusetts,5.55
31089,Holt County,Nebraska,5.56
13037,Calhoun County,Georgia,5.56
12063,Jackson County,Florida,5.57
17113,Mclean County,Illinois,5.57
41061,Union County,Oregon,5.58
45019,Charleston County,South Carolina,5.59
46135,Yankton County,South Dakota,5.59
1089,Madison County,Alabama,5.59
37199,Yancey County,North Carolina,5.6
49025,Kane County,Utah,5.6
45025,Chesterfield County,South Carolina,5.61
31017,Brown County,Nebraska,5.61
45055,Kershaw County,South Carolina,5.62
47111,Macon County,Tennessee,5.62
40061,Haskell County,Oklahoma,5.62
13119,Franklin County,Georgia,5.62
8027,Custer County,Colorado,5.62
20007,Barber County,Kansas,5.63
19087,Henry County,Iowa,5.63
12037,Franklin County,Florida,5.64
55047,Green Lake County,Wisconsin,5.65
22043,Grant Parish,Louisiana,5.65
27173,Yellow Medicine County,Minnesota,5.65
19081,Hancock County,Iowa,5.65
45079,Richland County,South Carolina,5.66
39017,Butler County,Ohio,5.66
37009,Ashe County,North Carolina,5.66
16055,Kootenai County,Idaho,5.66
17143,Peoria County,Illinois,5.67
13255,Spalding County,Georgia,5.67
47189,Wilson County,Tennessee,5.68
51730,Petersburg City,Virginia,5.69
36083,Rensselaer County,New York,5.69
25021,Norfolk County,Massachusetts,5.69
40029,Coal County,Oklahoma,5.7
36067,Onondaga County,New York,5.7
22111,Union Parish,Louisiana,5.7
19033,Cerro Gordo County,Iowa,5.7
22109,Terrebonne Parish,Louisiana,5.71
29135,Moniteau County,Missouri,5.72
13187,Lumpkin County,Georgia,5.72
17183,Vermilion County,Illinois,5.73
20085,Jackson County,Kansas,5.74
30001,Beaverhead County,Montana,5.74
46031,Corson County,South Dakota,5.75
20137,Norton County,Kansas,5.75
20041,Dickinson County,Kansas,5.75
48067,Cass County,Texas,5.76
27107,Norman County,Minnesota,5.76
26077,Kalamazoo County,Michigan,5.76
13065,Clinch County,Georgia,5.76
49041,Sevier County,Utah,5.77
20149,Pottawatomie County,Kansas,5.77
5031,Craighead County,Arkansas,5.77
2170,Matanuska-Susitna Borough,Alaska,5.77
49023,Juab County,Utah,5.78
31023,Butler County,Nebraska,5.78
42119,Union County,Pennsylvania,5.79
46017,Buffalo County,South Dakota,5.8
2130,Ketchikan Gateway Borough,Alaska,5.8
47143,Rhea County,Tennessee,5.81
39147,Seneca County,Ohio,5.81
28047,Harrison County,Mississippi,5.81
40131,Rogers County,Oklahoma,5.81
13265,Taliaferro County,Georgia,5.81
31121,Merrick County,Nebraska,5.83
19189,Winnebago County,Iowa,5.83
53019,Ferry County,Washington,5.84
40023,Choctaw County,Oklahoma,5.84
47031,Coffee County,Tennessee,5.84
36021,Columbia County,New York,5.85
20015,Butler County,Kansas,5.86
21227,Warren County,Kentucky,5.86
55019,Clark County,Wisconsin,5.87
31095,Jefferson County,Nebraska,5.88
5125,Saline County,Arkansas,5.88
41025,Harney County,Oregon,5.89
30087,Rosebud County,Montana,5.89
12125,Union County,Florida,5.89
37065,Edgecombe County,North Carolina,5.89
13219,Oconee County,Georgia,5.89
46103,Pennington County,South Dakota,5.9
22071,Orleans Parish,Louisiana,5.93
38085,Sioux County,North Dakota,5.93
40053,Grant County,Oklahoma,5.94
26017,Bay County,Michigan,5.94
54003,Berkeley County,West Virginia,5.95
41069,Wheeler County,Oregon,5.95
13055,Chattooga County,Georgia,5.95
13019,Berrien County,Georgia,5.95
21233,Webster County,Kentucky,5.97
13309,Wheeler County,Georgia,5.97
42091,Montgomery County,Pennsylvania,5.98
37149,Polk County,North Carolina,5.98
20013,Brown County,Kansas,5.98
27139,Scott County,Minnesota,5.99
21077,Gallatin County,Kentucky,5.99
24037,St. Mary&#39;s County,Maryland,5.99
26025,Calhoun County,Michigan,6
27091,Martin County,Minnesota,6.02
40121,Pittsburg County,Oklahoma,6.02
55027,Dodge County,Wisconsin,6.03
24045,Wicomico County,Maryland,6.03
18027,Daviess County,Indiana,6.04
1107,Pickens County,Alabama,6.04
13317,Wilkes County,Georgia,6.04
46057,Hamlin County,South Dakota,6.05
45073,Oconee County,South Carolina,6.05
51003,Albemarle County,Virginia,6.06
45059,Laurens County,South Carolina,6.06
46099,Minnehaha County,South Dakota,6.06
31181,Webster County,Nebraska,6.06
40133,Seminole County,Oklahoma,6.08
28135,Tallahatchie County,Mississippi,6.08
26045,Eaton County,Michigan,6.1
30083,Richland County,Montana,6.1
51540,Charlottesville City,Virginia,6.11
19103,Johnson County,Iowa,6.11
31165,Sioux County,Nebraska,6.12
1117,Shelby County,Alabama,6.12
36029,Erie County,New York,6.13
55039,Fond Du Lac County,Wisconsin,6.14
20179,Sheridan County,Kansas,6.14
5123,St. Francis County,Arkansas,6.15
55111,Sauk County,Wisconsin,6.16
37103,Jones County,North Carolina,6.16
26021,Berrien County,Michigan,6.17
1113,Russell County,Alabama,6.17
44005,Newport County,Rhode Island,6.18
18019,Clark County,Indiana,6.18
40125,Pottawatomie County,Oklahoma,6.19
47165,Sumner County,Tennessee,6.2
19149,Plymouth County,Iowa,6.2
31145,Red Willow County,Nebraska,6.22
46073,Jerauld County,South Dakota,6.24
31045,Dawes County,Nebraska,6.24
18007,Benton County,Indiana,6.25
19187,Webster County,Iowa,6.26
29145,Newton County,Missouri,6.26
37121,Mitchell County,North Carolina,6.27
39173,Wood County,Ohio,6.27
26123,Newaygo County,Michigan,6.27
13261,Sumter County,Georgia,6.28
2063,Chugach Census Area,Alaska,6.28
37047,Columbus County,North Carolina,6.29
20191,Sumner County,Kansas,6.29
42017,Bucks County,Pennsylvania,6.3
21093,Hardin County,Kentucky,6.3
31069,Garden County,Nebraska,6.31
26023,Branch County,Michigan,6.31
56029,Park County,Wyoming,6.32
47171,Unicoi County,Tennessee,6.32
13297,Walton County,Georgia,6.32
39063,Hancock County,Ohio,6.33
20053,Ellsworth County,Kansas,6.33
16023,Butte County,Idaho,6.33
24510,Baltimore City,Maryland,6.34
16037,Custer County,Idaho,6.35
37139,Pasquotank County,North Carolina,6.38
53023,Garfield County,Washington,6.39
41055,Sherman County,Oregon,6.39
39049,Franklin County,Ohio,6.4
40115,Ottawa County,Oklahoma,6.4
26121,Muskegon County,Michigan,6.4
20109,Logan County,Kansas,6.4
24019,Dorchester County,Maryland,6.41
12013,Calhoun County,Florida,6.41
5017,Chicot County,Arkansas,6.41
51087,Henrico County,Virginia,6.42
37129,New Hanover County,North Carolina,6.42
8079,Mineral County,Colorado,6.44
17095,Knox County,Illinois,6.44
22103,St. Tammany Parish,Louisiana,6.44
40069,Johnston County,Oklahoma,6.45
8053,Hinsdale County,Colorado,6.45
13049,Charlton County,Georgia,6.45
51089,Henry County,Virginia,6.46
19141,O&#39;brien County,Iowa,6.46
12119,Sumter County,Florida,6.46
13103,Effingham County,Georgia,6.47
29213,Taney County,Missouri,6.48
27151,Swift County,Minnesota,6.48
5003,Ashley County,Arkansas,6.48
12033,Escambia County,Florida,6.49
13307,Webster County,Georgia,6.49
22005,Ascension Parish,Louisiana,6.49
45051,Horry County,South Carolina,6.5
25015,Hampshire County,Massachusetts,6.5
45003,Aiken County,South Carolina,6.51
37027,Caldwell County,North Carolina,6.53
16015,Boise County,Idaho,6.53
40063,Hughes County,Oklahoma,6.54
12041,Gilchrist County,Florida,6.54
45035,Dorchester County,South Carolina,6.56
30111,Yellowstone County,Montana,6.56
20133,Neosho County,Kansas,6.56
53069,Wahkiakum County,Washington,6.57
40123,Pontotoc County,Oklahoma,6.57
24005,Baltimore County,Maryland,6.58
13237,Putnam County,Georgia,6.58
12113,Santa Rosa County,Florida,6.58
9013,Tolland County,Connecticut,6.59
55137,Waushara County,Wisconsin,6.6
30003,Big Horn County,Montana,6.6
21239,Woodford County,Kentucky,6.6
17155,Putnam County,Illinois,6.6
19049,Dallas County,Iowa,6.61
13105,Elbert County,Georgia,6.61
26163,Wayne County,Michigan,6.61
5119,Pulaski County,Arkansas,6.61
49033,Rich County,Utah,6.62
38089,Stark County,North Dakota,6.62
37187,Washington County,North Carolina,6.62
31143,Polk County,Nebraska,6.62
17073,Henry County,Illinois,6.62
47117,Marshall County,Tennessee,6.63
31073,Gosper County,Nebraska,6.64
5051,Garland County,Arkansas,6.64
38025,Dunn County,North Dakota,6.65
49037,San Juan County,Utah,6.66
31113,Logan County,Nebraska,6.67
13185,Lowndes County,Georgia,6.67
13249,Schley County,Georgia,6.67
31137,Phelps County,Nebraska,6.68
1083,Limestone County,Alabama,6.68
2105,Hoonah-Angoon Census Area,Alaska,6.69
54021,Gilmer County,West Virginia,6.73
31161,Sheridan County,Nebraska,6.73
28001,Adams County,Mississippi,6.73
37111,Mcdowell County,North Carolina,6.75
5113,Polk County,Arkansas,6.75
47065,Hamilton County,Tennessee,6.76
41019,Douglas County,Oregon,6.76
13017,Ben Hill County,Georgia,6.76
36039,Greene County,New York,6.77
41009,Columbia County,Oregon,6.78
39137,Putnam County,Ohio,6.79
13305,Wayne County,Georgia,6.79
13085,Dawson County,Georgia,6.79
51137,Orange County,Virginia,6.8
20037,Crawford County,Kansas,6.8
27079,Le Sueur County,Minnesota,6.81
17019,Champaign County,Illinois,6.82
26057,Gratiot County,Michigan,6.83
37157,Rockingham County,North Carolina,6.84
37099,Jackson County,North Carolina,6.84
12079,Madison County,Florida,6.84
13221,Oglethorpe County,Georgia,6.84
56035,Sublette County,Wyoming,6.85
2230,Skagway Municipality,Alaska,6.85
13217,Newton County,Georgia,6.85
51595,Emporia City,Virginia,6.86
39035,Cuyahoga County,Ohio,6.86
36065,Oneida County,New York,6.87
18073,Jasper County,Indiana,6.87
45091,York County,South Carolina,6.88
46007,Bennett County,South Dakota,6.89
54047,Mcdowell County,West Virginia,6.89
28013,Calhoun County,Mississippi,6.89
21111,Jefferson County,Kentucky,6.89
53063,Spokane County,Washington,6.9
45063,Lexington County,South Carolina,6.9
42025,Carbon County,Pennsylvania,6.9
22089,St. Charles Parish,Louisiana,6.9
20045,Douglas County,Kansas,6.91
13007,Baker County,Georgia,6.92
51095,James City County,Virginia,6.92
45047,Greenwood County,South Carolina,6.93
45057,Lancaster County,South Carolina,6.93
40147,Washington County,Oklahoma,6.93
36001,Albany County,New York,6.93
40051,Grady County,Oklahoma,6.93
29165,Platte County,Missouri,6.94
39099,Mahoning County,Ohio,6.95
20051,Ellis County,Kansas,6.95
2066,Copper River Census Area,Alaska,6.95
42055,Franklin County,Pennsylvania,6.96
13133,Greene County,Georgia,6.96
51033,Caroline County,Virginia,6.97
54037,Jefferson County,West Virginia,6.97
51111,Lunenburg County,Virginia,6.98
21041,Carroll County,Kentucky,6.98
12017,Citrus County,Florida,6.98
49055,Wayne County,Utah,6.99
5087,Madison County,Arkansas,7
2282,Yakutat City and Borough,Alaska,7
53075,Whitman County,Washington,7.01
13051,Chatham County,Georgia,7.02
27161,Waseca County,Minnesota,7.02
31167,Stanton County,Nebraska,7.03
48199,Hardin County,Texas,7.03
38101,Ward County,North Dakota,7.03
13153,Houston County,Georgia,7.03
37023,Burke County,North Carolina,7.03
51650,Hampton City,Virginia,7.05
55025,Dane County,Wisconsin,7.05
51099,King George County,Virginia,7.05
53055,San Juan County,Washington,7.05
37147,Pitt County,North Carolina,7.06
12131,Walton County,Florida,7.06
5109,Pike County,Arkansas,7.06
13165,Jenkins County,Georgia,7.07
13195,Madison County,Georgia,7.08
16041,Franklin County,Idaho,7.08
41021,Gilliam County,Oregon,7.09
49009,Daggett County,Utah,7.1
27119,Polk County,Minnesota,7.1
51193,Westmoreland County,Virginia,7.1
19079,Hamilton County,Iowa,7.1
13127,Glynn County,Georgia,7.1
40089,Mccurtain County,Oklahoma,7.13
47157,Shelby County,Tennessee,7.14
49015,Emery County,Utah,7.14
9007,Middlesex County,Connecticut,7.14
8093,Park County,Colorado,7.14
22015,Bossier Parish,Louisiana,7.15
17009,Brown County,Illinois,7.16
39077,Huron County,Ohio,7.17
13087,Decatur County,Georgia,7.17
47119,Maury County,Tennessee,7.18
27053,Hennepin County,Minnesota,7.19
44003,Kent County,Rhode Island,7.22
24043,Washington County,Maryland,7.22
12023,Columbia County,Florida,7.22
17103,Lee County,Illinois,7.22
55117,Sheboygan County,Wisconsin,7.23
31179,Wayne County,Nebraska,7.23
4001,Apache County,Arizona,7.23
47141,Putnam County,Tennessee,7.25
2240,Southeast Fairbanks Census Area,Alaska,7.26
48241,Jasper County,Texas,7.27
37173,Swain County,North Carolina,7.29
31085,Hayes County,Nebraska,7.3
20017,Chase County,Kansas,7.3
40003,Alfalfa County,Oklahoma,7.33
1045,Dale County,Alabama,7.33
12073,Leon County,Florida,7.33
5041,Desha County,Arkansas,7.35
2195,Petersburg Borough,Alaska,7.35
51770,Roanoke City,Virginia,7.38
40013,Bryan County,Oklahoma,7.38
48077,Clay County,Texas,7.39
13121,Fulton County,Georgia,7.39
37193,Wilkes County,North Carolina,7.4
47155,Sevier County,Tennessee,7.41
47011,Bradley County,Tennessee,7.41
27085,Mcleod County,Minnesota,7.41
51079,Greene County,Virginia,7.41
8091,Ouray County,Colorado,7.43
45037,Edgefield County,South Carolina,7.44
42001,Adams County,Pennsylvania,7.44
37021,Buncombe County,North Carolina,7.45
13075,Cook County,Georgia,7.45
51550,Chesapeake City,Virginia,7.46
2110,Juneau City and Borough,Alaska,7.46
12077,Liberty County,Florida,7.47
21017,Bourbon County,Kentucky,7.49
29021,Buchanan County,Missouri,7.5
20077,Harper County,Kansas,7.5
24017,Charles County,Maryland,7.5
28059,Jackson County,Mississippi,7.5
19163,Scott County,Iowa,7.5
16029,Caribou County,Idaho,7.5
51187,Warren County,Virginia,7.51
41011,Coos County,Oregon,7.52
29069,Dunklin County,Missouri,7.52
18091,Laporte County,Indiana,7.56
53009,Clallam County,Washington,7.58
28163,Yazoo County,Mississippi,7.58
8107,Routt County,Colorado,7.58
21067,Fayette County,Kentucky,7.58
28115,Pontotoc County,Mississippi,7.59
42053,Forest County,Pennsylvania,7.59
19183,Washington County,Iowa,7.59
5063,Independence County,Arkansas,7.59
49017,Garfield County,Utah,7.61
20125,Montgomery County,Kansas,7.61
40099,Murray County,Oklahoma,7.64
40151,Woods County,Oklahoma,7.65
37059,Davie County,North Carolina,7.66
13073,Columbia County,Georgia,7.66
37055,Dare County,North Carolina,7.67
51199,York County,Virginia,7.68
48457,Tyler County,Texas,7.69
37153,Richmond County,North Carolina,7.69
37125,Moore County,North Carolina,7.7
40101,Muskogee County,Oklahoma,7.71
27117,Pipestone County,Minnesota,7.71
55055,Jefferson County,Wisconsin,7.72
29047,Clay County,Missouri,7.72
6105,Trinity County,California,7.72
45015,Berkeley County,South Carolina,7.74
20023,Cheyenne County,Kansas,7.74
42029,Chester County,Pennsylvania,7.75
2220,Sitka City and Borough,Alaska,7.75
21083,Graves County,Kentucky,7.76
20103,Leavenworth County,Kansas,7.77
22101,St. Mary Parish,Louisiana,7.77
42107,Schuylkill County,Pennsylvania,7.78
19005,Allamakee County,Iowa,7.78
8047,Gilpin County,Colorado,7.79
51043,Clarke County,Virginia,7.82
20145,Pawnee County,Kansas,7.82
27123,Ramsey County,Minnesota,7.84
24041,Talbot County,Maryland,7.85
13209,Montgomery County,Georgia,7.85
51159,Richmond County,Virginia,7.86
13045,Carroll County,Georgia,7.87
40043,Dewey County,Oklahoma,7.88
40079,Le Flore County,Oklahoma,7.9
34015,Gloucester County,New Jersey,7.9
24027,Howard County,Maryland,7.9
13241,Rabun County,Georgia,7.93
37127,Nash County,North Carolina,7.94
12005,Bay County,Florida,7.94
39095,Lucas County,Ohio,7.96
13039,Camden County,Georgia,7.97
18111,Newton County,Indiana,7.97
41015,Curry County,Oregon,7.99
49031,Piute County,Utah,8
13077,Coweta County,Georgia,8
27037,Dakota County,Minnesota,8.01
31101,Keith County,Nebraska,8.02
26005,Allegan County,Michigan,8.03
34019,Hunterdon County,New Jersey,8.03
37049,Craven County,North Carolina,8.03
51690,Martinsville City,Virginia,8.04
36045,Jefferson County,New York,8.04
36093,Schenectady County,New York,8.04
17075,Iroquois County,Illinois,8.04
17041,Douglas County,Illinois,8.04
40083,Logan County,Oklahoma,8.07
31109,Lancaster County,Nebraska,8.08
37109,Lincoln County,North Carolina,8.09
55078,Menominee County,Wisconsin,8.1
39069,Henry County,Ohio,8.11
40001,Adair County,Oklahoma,8.12
20199,Wallace County,Kansas,8.13
9005,Litchfield County,Connecticut,8.13
48387,Red River County,Texas,8.15
13151,Henry County,Georgia,8.15
10001,Kent County,Delaware,8.15
45083,Spartanburg County,South Carolina,8.18
27043,Faribault County,Minnesota,8.18
22095,St. John The Baptist Parish,Louisiana,8.19
20151,Pratt County,Kansas,8.19
13011,Banks County,Georgia,8.2
40021,Cherokee County,Oklahoma,8.21
13093,Dooly County,Georgia,8.21
56013,Fremont County,Wyoming,8.24
51570,Colonial Heights City,Virginia,8.24
13027,Brooks County,Georgia,8.24
27083,Lyon County,Minnesota,8.25
40145,Wagoner County,Oklahoma,8.25
13113,Fayette County,Georgia,8.25
53013,Columbia County,Washington,8.27
20153,Rawlins County,Kansas,8.27
37141,Pender County,North Carolina,8.29
20193,Thomas County,Kansas,8.29
48405,San Augustine County,Texas,8.3
51760,Richmond City,Virginia,8.32
51830,Williamsburg City,Virginia,8.32
33011,Hillsborough County,New Hampshire,8.32
31007,Banner County,Nebraska,8.33
31099,Kearney County,Nebraska,8.33
26065,Ingham County,Michigan,8.34
13215,Muscogee County,Georgia,8.34
47147,Robertson County,Tennessee,8.37
18003,Allen County,Indiana,8.37
37057,Davidson County,North Carolina,8.39
12015,Charlotte County,Florida,8.39
22075,Plaquemines Parish,Louisiana,8.39
8033,Dolores County,Colorado,8.39
18005,Bartholomew County,Indiana,8.4
41013,Crook County,Oregon,8.41
37113,Macon County,North Carolina,8.42
27153,Todd County,Minnesota,8.43
13173,Lanier County,Georgia,8.43
46003,Aurora County,South Dakota,8.46
36013,Chautauqua County,New York,8.46
1021,Chilton County,Alabama,8.47
56031,Platte County,Wyoming,8.49
20091,Johnson County,Kansas,8.49
37013,Beaufort County,North Carolina,8.5
8019,Clear Creek County,Colorado,8.5
51165,Rockingham County,Virginia,8.51
45071,Newberry County,South Carolina,8.52
27023,Chippewa County,Minnesota,8.52
13225,Peach County,Georgia,8.52
5127,Scott County,Arkansas,8.52
31057,Dundy County,Nebraska,8.55
48037,Bowie County,Texas,8.56
41003,Benton County,Oregon,8.56
34009,Cape May County,New Jersey,8.57
13223,Paulding County,Georgia,8.57
29109,Lawrence County,Missouri,8.58
13197,Marion County,Georgia,8.59
37017,Bladen County,North Carolina,8.6
2090,Fairbanks North Star Borough,Alaska,8.61
31173,Thurston County,Nebraska,8.62
27147,Steele County,Minnesota,8.62
13089,Dekalb County,Georgia,8.63
40045,Ellis County,Oklahoma,8.64
13029,Bryan County,Georgia,8.64
56009,Converse County,Wyoming,8.66
20161,Riley County,Kansas,8.66
12109,St. Johns County,Florida,8.7
53029,Island County,Washington,8.71
51171,Shenandoah County,Virginia,8.71
47041,Dekalb County,Tennessee,8.71
8119,Teller County,Colorado,8.73
40137,Stephens County,Oklahoma,8.74
20033,Comanche County,Kansas,8.74
31033,Cheyenne County,Nebraska,8.75
16065,Madison County,Idaho,8.75
46091,Marshall County,South Dakota,8.76
49013,Duchesne County,Utah,8.77
41033,Josephine County,Oregon,8.79
25017,Middlesex County,Massachusetts,8.79
21047,Christian County,Kentucky,8.79
37135,Orange County,North Carolina,8.81
37097,Iredell County,North Carolina,8.81
41017,Deschutes County,Oregon,8.83
37107,Lenoir County,North Carolina,8.84
2150,Kodiak Island Borough,Alaska,8.85
26091,Lenawee County,Michigan,8.86
18085,Kosciusko County,Indiana,8.86
31131,Otoe County,Nebraska,8.87
13005,Bacon County,Georgia,8.88
31049,Deuel County,Nebraska,8.89
53059,Skamania County,Washington,8.92
37071,Gaston County,North Carolina,8.93
24011,Caroline County,Maryland,8.93
37181,Vance County,North Carolina,8.98
37081,Guilford County,North Carolina,9.01
40129,Roger Mills County,Oklahoma,9.01
40019,Carter County,Oklahoma,9.02
16025,Camas County,Idaho,9.02
49047,Uintah County,Utah,9.03
51810,Virginia Beach City,Virginia,9.04
1031,Coffee County,Alabama,9.05
